,period,stateid,stateDescription,sectorid,sectorName,price,price-units
950,2021-11,SAT,South Atlantic,RES,residential,12.44,cents per kilowatthour
951,2021-11,ESC,East South Central,RES,residential,12.36,cents per kilowatthour
952,2020-07,MS,Mississippi,RES,residential,10.78,cents per kilowatthour
953,2020-07,MO,Missouri,RES,residential,12.85,cents per kilowatthour
954,2020-07,MT,Montana,RES,residential,11.76,cents per kilowatthour
955,2020-08,HI,Hawaii,RES,residential,28.85,cents per kilowatthour
956,2020-08,ID,Idaho,RES,residential,10.35,cents per kilowatthour
957,2020-08,IL,Illinois,RES,residential,12.56,cents per kilowatthour
958,2020-09,CA,California,RES,residential,21.16,cents per kilowatthour
959,2020-09,CO,Colorado,RES,residential,13.07,cents per kilowatthour
960,2021-11,MN,Minnesota,RES,residential,13.54,cents per kilowatthour
961,2021-11,MS,Mississippi,RES,residential,12.23,cents per kilowatthour
962,2021-11,MO,Missouri,RES,residential,10.92,cents per kilowatthour
963,2021-11,MT,Montana,RES,residential,11.38,cents per kilowatthour
964,2021-11,NE,Nebraska,RES,residential,10.83,cents per kilowatthour
965,2021-11,NV,Nevada,RES,residential,12.67,cents per kilowatthour
966,2021-11,NH,New Hampshire,RES,residential,21.16,cents per kilowatthour
967,2021-11,NJ,New Jersey,RES,residential,16.13,cents per kilowatthour
968,2021-11,NM,New Mexico,RES,residential,13.52,cents per kilowatthour
969,2021-03,WY,Wyoming,RES,residential,10.76,cents per kilowatthour
970,2021-03,NEW,New England,RES,residential,21.62,cents per kilowatthour
971,2021-03,MAT,Middle Atlantic,RES,residential,15.58,cents per kilowatthour
972,2021-03,ENC,East North Central,RES,residential,13.96,cents per kilowatthour
973,2020-02,LA,Louisiana,RES,residential,9.07,cents per kilowatthour
974,2020-02,ME,Maine,RES,residential,17.04,cents per kilowatthour
975,2020-02,MD,Maryland,RES,residential,13.35,cents per kilowatthour
976,2020-02,MA,Massachusetts,RES,residential,23.02,cents per kilowatthour
977,2020-07,GA,Georgia,RES,residential,12.84,cents per kilowatthour
978,2020-07,HI,Hawaii,RES,residential,28.86,cents per kilowatthour
979,2020-07,ID,Idaho,RES,residential,10.76,cents per kilowatthour
980,2020-07,IL,Illinois,RES,residential,12.18,cents per kilowatthour
981,2020-07,IN,Indiana,RES,residential,12.51,cents per kilowatthour
982,2020-08,CO,Colorado,RES,residential,12.71,cents per kilowatthour
983,2020-08,CT,Connecticut,RES,residential,22.38,cents per kilowatthour
984,2020-09,AK,Alaska,RES,residential,23.18,cents per kilowatthour
985,2020-09,AZ,Arizona,RES,residential,12.38,cents per kilowatthour
986,2020-02,KY,Kentucky,RES,residential,10.5,cents per kilowatthour
987,2021-10,MS,Mississippi,RES,residential,11.8,cents per kilowatthour
988,2021-10,MO,Missouri,RES,residential,11.2,cents per kilowatthour
989,2021-10,MT,Montana,RES,residential,11.71,cents per kilowatthour
990,2021-10,NE,Nebraska,RES,residential,11.35,cents per kilowatthour
991,2021-10,NV,Nevada,RES,residential,12.58,cents per kilowatthour
992,2021-10,NH,New Hampshire,RES,residential,21.06,cents per kilowatthour
993,2020-02,NE,Nebraska,RES,residential,9.81,cents per kilowatthour
994,2021-10,NJ,New Jersey,RES,residential,16.18,cents per kilowatthour
995,2021-10,NM,New Mexico,RES,residential,13.62,cents per kilowatthour
996,2021-10,NY,New York,RES,residential,20.66,cents per kilowatthour
997,2021-11,NY,New York,RES,residential,20.09,cents per kilowatthour
998,2021-11,NC,North Carolina,RES,residential,11.44,cents per kilowatthour
999,2021-11,ND,North Dakota,RES,residential,10.91,cents per kilowatthour
